temp,humidity,watertemp,ph,ec,label
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
29.1,41.4,-127,0,0,
,,,,,
29.1,41.6,24.5,0,0,
27.3,86.5,28.69,0,0,
28.4,83.3,28.75,0,0,
,,,,,
28.9,77.5,27.31,0,0.31,
28.9,77.3,27.31,0,0.31,
29,77.7,27.31,0,0.81,
29,78,27.31,0,0.32,
29,77.9,27.31,0,0.7,
29,78,27.31,0,1.16,
28.9,78,27.31,0,1.3,
28.9,78.3,27.25,0,0.44,
,,,,,
28.9,78.2,27.25,0,0.25,
28.9,78.2,27.31,0,0.47,
28.9,78.6,27.25,0,0.69,
28.9,78.4,27.25,0,2.73,
28.9,78.6,27.25,0,0.55,
28.9,78.5,27.25,0,0,
28.8,78.7,27.25,0,0.23,
28.9,78.7,27.25,0,0.89,
28.8,78.9,27.25,0,0.94,
28.8,78.7,27.25,0,1.12,
28.8,78.7,27.25,0,0.48,
28.8,78.1,27.25,0,0.8,
28.8,78.1,27.25,0,1.14,
28.7,78.3,27.25,0,1.32,
28.8,78.4,27.19,0,1.02,
28.7,79,27.19,0,1.32,
28.7,78.5,27.13,0,0.47,
28.6,77.9,27.13,0,1.24,
28.6,79.4,27.13,0,1.06,
28.6,78.6,27.06,0,1.12,
28.6,79.4,27.06,0,0.58,
28.6,79,27.06,0,0.5,
28.7,78.5,27,0,0.78,
28.6,78.1,27,0,0.26,
28.5,78.2,27,0,0.51,
28.5,78.6,26.94,0,0.79,
28.4,78.5,26.94,0,0.22,
28.4,78.8,26.94,0,0.84,
28.5,78.9,26.94,0,1.09,
,,,,,
29.5,80.8,27.87,0,0,
29.7,81.5,27.87,0,0,
29.7,81.3,27.94,0,0,
29.8,80.3,28,0,0,
29.7,80.1,28.06,0,0,
29.7,80.1,28.06,0,0,
29.8,80,28.06,0,0,
29.8,80,28.19,0,0,
,,,,,
29.9,79.8,28.19,0,0,
30,80.5,28.25,0,0,
30,80,28.31,0,0,
30,79.5,28.31,0,0,
30,77.7,28.38,0,0,
30,78.6,28.44,0,0,
30,78.1,28.5,0,0,
30,78.1,28.5,0,0,
30.1,77.8,28.56,0,0,
30.1,76.8,28.62,0,0,
30.2,78,28.69,0,0,
30.2,78,28.75,0,0,
30.2,76.8,28.75,0,0,
30.2,75.9,28.75,0,0,
30.2,75.8,28.87,0,0,
30.2,75,28.87,0,0,
30.3,74.6,28.94,0,0,
30.3,74.4,29,0,0,
30.4,76.6,29,0,0,
30.4,75.9,29,0,0,
30.5,76.6,29.06,0,0,
30.5,75.3,29.12,0,0,
30.5,75.2,29.12,0,0.02,
30.5,74.7,29.25,0,0,
30.5,74.6,29.25,0,0,
30.5,74.1,29.31,0,0,
30.5,74.5,29.31,0,0.78,
30.6,74.4,29.37,0,0,
30.6,74,29.37,0,0,
30.6,74.5,29.37,0,0,
30.7,74.7,29.44,0,0,
30.7,74.3,29.5,0,0,
30.7,74.5,29.56,0,0,
30.7,74.9,29.56,0,0,
30.7,75.9,29.56,0,0,
30.6,76.1,29.56,0,0,
30.5,75.3,29.56,0,0,
30.5,76.2,29.56,0,0,
30.5,75.9,29.5,0,0,
30.5,75.8,29.5,0,0.07,
,,,,,
30.5,76.1,29.5,0,0.03,
30.4,76.2,29.44,0,0,
30.4,76.9,29.44,0,0,
30.4,77.6,29.44,0,0,
30.4,77,29.44,0,0,
30.4,76.6,29.44,0,0,
30.4,76.8,29.37,0,0,
30.4,76.6,29.37,0,0,
30.3,76.4,29.37,0,0,
30.3,75.6,29.37,0,0,
30.3,75.8,29.31,0,0.07,
30.3,76.2,29.31,0,0.02,
30.2,74.9,29.25,0,0,
30.2,75.2,29.19,0,0,
30.1,75.2,29.19,0,0.08,
30.1,74.5,29.19,0,0,
30.1,74.7,29.12,0,0,
30.1,74.6,29.12,0,0,
30.1,74.6,29.06,0,0,
30.1,74.9,29,0,0.1,
30,73.4,29,0,0.01,
30,73.9,29,0,0,
30,74.1,29,0,0,
30,74.8,28.94,0,0,
30,74.8,28.87,0,0,
30,74.5,28.87,0,0,
30,75.5,28.87,0,0,
30,75.9,28.87,0,0.07,
29.9,75.4,28.81,0,0,
29.9,75.2,28.81,0,0.15,
29.9,75.3,28.81,0,0.13,
29.9,75.1,28.69,0,0,
29.9,74.5,28.62,0,0.15,
29.8,75.8,28.69,0,0,
29.9,75.1,28.62,0,0,
29.9,75.4,28.69,0,0,
29.9,75.3,28.62,0,0.07,
29.9,75.6,28.56,0,0.08,
29.9,75.6,28.56,0,0.13,
29.8,76,28.56,0,0,
29.8,76.2,28.56,0,0,
29.8,76,28.56,0,0,
29.8,75.9,28.5,0,0,
29.8,75.8,28.44,0,0,
29.8,76.6,28.44,0,0,
29.8,76.8,28.44,0,0.13,
29.8,76.9,28.44,0,0.13,
29.7,77.3,28.44,0,0.08,
29.7,77.2,28.38,0,0.15,
29.7,77.2,28.38,0,0,
29.7,77.1,28.38,0,0,
29.7,77.1,28.38,0,0,
29.7,77.2,28.31,0,0.2,
29.6,77.7,28.31,0,0.11,
29.6,77.7,28.31,0,0.03,
29.6,77,28.25,0,0.15,
29.6,77,28.25,0,0,
29.6,76.9,28.25,0,0,
29.5,77,28.25,0,0,
29.5,76.5,28.19,0,0.03,
29.5,76.8,28.19,0,0,
29.4,76.6,28.19,0,0.87,
29.4,76.9,28.12,0,0,
29.4,77.1,28.12,0,0.09,
29.4,77.2,28.06,0,0.08,
29.4,76,28.06,0,0,
29.4,77.2,28.06,0,0,
29.4,77.2,28,0,0,
29.4,75.6,28,0,0.06,
,,,,,
29.3,76.8,28.56,0,0.09,
29.5,76.8,28.56,0,0,
29.8,74.8,28.5,0,0,
29.8,75.4,28.44,0,0,
29.8,74.9,28.44,0,0,
29.7,75.5,28.38,0,0,
29.7,75.5,28.31,0,0,
29.6,75.4,28.31,0,0,
29.6,76.3,28.12,0,0,
29.6,76.2,28.12,0,0,
29.6,76.1,28.12,0,0,
29.6,76.1,28.06,0,0,
29.5,76.2,28,0,0,
29.6,76.4,28,0,0,
29.5,76.4,27.94,0,0,
29.5,77.1,27.87,0,0,
29.5,77.4,27.87,0,0,
29.5,77.2,27.87,0,0,
29.5,77.3,27.87,0,0,
29.5,77.3,27.81,0,0,
29.5,77.2,27.81,0,0,
29.5,77.2,27.75,0,0,
29.5,78.1,27.75,0,0,
29.4,77.3,27.75,0,0,
29.4,78.9,27.69,0,0,
29.5,77.6,27.62,0,0,
29.4,77.5,27.69,0,0,
29.4,78.1,27.62,0,0,
29.4,78.2,27.62,0,0,
29.4,79.4,27.56,0,0,
29.4,78.8,27.56,0,0,
29.3,78.9,27.56,0,0,
29.3,79.2,27.56,0,0,
29.2,79.2,27.56,0,0,
29.3,79.4,27.56,0,0,
29.3,79.1,27.56,0,0,
29.3,79.2,27.44,0,0,
29.2,79,27.44,0,0,
29.2,79.3,27.44,0,0,
29.2,79.3,27.44,0,0,
29.2,79.3,27.37,0,0,
29.1,79.1,27.31,0,0,
29.1,79,27.37,0,0,
29.1,79.4,27.37,0,0,
29.1,79.2,27.31,0,0,
29.1,79,27.25,0,0,
29,79,27.25,0,0,
29,79.2,27.25,0,0,
29,79.2,27.19,0,0,
29,78.3,27.25,0,0,
29,79.1,27.19,0,0,
29,79,27.13,0,0,
29,79.4,27.13,0,0,
29,79,27.13,0,0,
28.9,77.6,27.06,0,0,
28.9,78.2,27.06,0,0,
28.9,78.7,27,0,1.3,
28.9,78.9,27.06,0,0,
28.9,78.6,27.06,0,0,
28.8,77.7,27,0,0,
28.8,77.8,26.94,0,0,
28.7,78.7,26.94,0,0,
28.7,79.4,26.94,0,0,
28.8,78.9,26.94,0,0,
28.8,78.4,26.87,0,0,
28.8,79,26.94,0,0,
28.8,78.3,26.94,0,0,
28.8,78.4,26.94,0,0,
28.8,78.2,26.94,0,0,
28.9,78.5,26.94,0,0,
28.9,78.6,26.87,0,0,
28.9,78.9,26.94,0,0,
28.9,79.1,26.94,0,0,
29,78.8,26.94,0,0.06,
29.1,78.6,26.94,0,0,
29.1,78.6,27.06,0,0,
29.1,78.4,27,0,0,
29.1,77.7,27,0,0,
29.2,77.8,27,0,0,
29.2,78.3,27.06,0,0,
29.2,78,27.06,0,0,
29.4,78.1,27.13,0,0,
29.4,78.2,27.13,0,0,
29.4,77.1,27.19,0,0,
29.5,77.5,27.19,0,0,
29.4,76.9,27.25,0,0,
29.5,76.7,27.31,0,0,
29.5,77.2,27.31,0,0,
29.5,77.1,27.37,0,0,
29.5,76,27.44,0,0,
29.6,76.1,27.44,0,0,
29.6,76.6,27.5,0,0,
29.6,76.5,27.56,0,0,
29.6,76.7,27.62,0,0.77,
29.7,76.5,27.62,0,0.25,
29.7,76.2,27.69,0,0,
29.7,76.1,27.75,0,0,
29.8,75.9,27.75,0,0,
29.7,76.3,27.75,0,0,
29.8,76.2,27.75,0,1.71,
29.8,76.1,27.81,0,0,
29.8,76.6,27.87,0,0,
29.8,75.9,27.87,0,0,
29.8,74.1,27.94,0,0,
29.9,75.1,27.94,0,0,
29.9,75.3,28,0,0,
29.9,74.3,28,0,0,
30,74.5,28.06,0,0,
30,76,28.06,0,0,
30,77.1,28.12,0,0,
30,75.8,28.12,0,0,
30,74.8,28.19,0,0,
30.1,74.6,28.19,0,0,
30.1,74,28.25,0,0,
30.1,73.9,28.31,0,0,
30.1,74.1,28.31,0,0,
30.1,74.9,28.38,0,0,
30.1,74.7,28.38,0,0,
30.1,74.8,28.38,0,0,
30.1,74.7,28.44,0,0,
30.1,74.7,28.44,0,0,
30.2,75.6,28.5,0,0,
30.2,74.7,28.44,0,0,
30.2,75.3,28.56,0,0,
30.2,75.1,28.62,0,0,
30.2,75.2,28.62,0,0,
30.2,75.7,28.56,0,0,
30.1,73.7,28.56,0,0,
30.1,74.2,28.5,0,0,
30.1,73.3,28.56,0,0,
30.1,73.3,28.56,0,0,
30,72.4,28.5,0,0,
30,71.9,28.44,0,0,
30,72,28.5,0,0,
30,72.2,28.38,0,0.1,
29.9,71.5,28.44,0,0,
29.9,71.1,28.38,0,0.1,
29.9,71.7,28.38,0,0.07,
29.9,72.1,28.38,0,0,
30,71.9,28.38,0,0.01,
29.9,72.6,28.31,0,0,
29.9,71.7,28.31,0,0.3,
29.8,71.4,28.25,0,0.09,
29.8,72.1,28.25,0,0.11,
29.7,72.9,28.19,0,0,
,,,,,
29.8,72.5,28.12,0,0,
29.8,72.3,28.12,0,0,
29.7,73.1,28.12,0,0.04,
29.7,72.9,28.06,0,0.18,
29.8,73,28.06,0,0,
29.7,72.7,28.06,0,0,
29.7,72.8,28,0,0.17,
29.7,72.8,28.06,0,0,
29.7,72.9,28,0,0,
29.7,73.6,28,0,0,
29.7,73.3,27.94,0,0,
29.7,73.7,27.94,0,0,
29.6,73.9,27.87,0,0,
29.6,73.8,27.94,0,0.09,
29.6,74,27.87,0,0.23,
29.6,74.1,27.87,0,0.08,
29.5,74.3,27.81,0,0,
29.5,74.7,27.81,0,0.01,
29.5,74.8,27.81,0,0,
29.5,75,27.75,0,0,
29.5,75.1,27.69,0,0.21,
29.5,75.1,27.69,0,0.16,
29.4,75,27.69,0,0,
29.5,75.3,27.69,0,0,
29.5,75.5,27.69,0,0.29,
29.4,75.8,27.62,0,0,
29.4,75.6,27.62,0,0,
29.4,76.5,27.62,0,0,
29.4,75.7,27.56,0,0,
29.4,75.8,27.56,0,0,
29.4,76.1,27.56,0,0.25,
29.3,76.2,27.5,0,0.07,
29.3,76.7,27.5,0,0,
29.3,76.4,27.5,0,0.31,
29.3,77.7,27.44,0,0,
29.3,76.5,27.5,0,0.19,
29.3,76.5,27.44,0,0,
29.3,76.3,27.44,0,0,
29.3,76.8,27.37,0,0,
29.2,78.3,27.37,0,0.31,
29.2,78.1,27.44,0,0.22,
29.2,77.9,27.37,0,0,
29.2,78.3,27.37,0,0,
29.2,78.6,27.37,0,0,
29.2,78.5,27.37,0,0.22,
29.2,78.7,27.37,0,0.3,
29.2,78.5,27.37,0,0,
29.2,78,27.31,0,0.31,
29.2,79.2,27.37,0,0,
,,,,,
29.2,78.9,27.31,0,0,
29.2,78.3,27.37,0,0,
29.2,78.2,27.25,0,0.35,
29.1,78.6,27.25,0,0.26,
29.1,79.1,27.25,0,0.04,
29,78.6,27.25,0,0.36,
29,79.2,27.19,0,0.23,
29,79,27.19,0,0.26,
29,78.5,27.19,0,0,
29,79.1,27.13,0,0.28,
29,79,27.13,0,0,
29,79,27.13,0,0,
29,79.1,27.13,0,0.38,
29,79,27.06,0,0,
29,79.3,27.06,0,0,
29.1,79.1,27.06,0,0.08,
29.1,79.2,27.06,0,0,
29.2,79.3,27.13,0,0.3,
29.2,79.3,27.13,0,0.22,
29.3,79.5,27.13,0,0.33,
29.3,79.3,27.19,0,0.08,
29.3,79.2,27.25,0,0,
29.4,79.2,27.25,0,0.22,
29.4,79,27.31,0,0.1,
29.5,78.8,27.31,0,0.32,
29.5,78.6,27.37,0,0,
29.5,78.4,27.37,0,0,
29.6,78.2,27.44,0,0.07,
29.6,78,27.5,0,0.19,
29.7,77.6,27.56,0,0.05,
29.7,77.6,27.62,0,0.19,
29.7,78.1,27.69,0,0.35,
29.8,77.2,27.75,0,0.38,
29.8,77.4,27.75,0,0.11,
29.9,77.6,27.81,0,0.39,
29.9,77.3,27.81,0,0,
29.9,77.1,27.87,0,0.21,
29.9,74.4,27.94,0,0,
30,74.6,27.94,0,0.37,
30,74.2,28,0,0,
30,73.2,28.06,0,0.01,
30.1,73.7,28,0,0,
30.2,74.1,28.12,0,0.3,
30.2,72.4,28.12,0,0,
30.2,74.8,28.19,0,0.28,
30.2,73.9,28.25,0,0,
30.2,72.9,28.25,0,0.16,
30.3,72.7,28.31,0,0,
30.3,72,28.38,0,1.09,
30.4,71.6,28.38,0,0,
30.4,71.8,28.44,0,0.06,
30.4,71.4,28.44,0,0,
30.5,71.5,28.5,0,0.37,
30.5,72.9,28.56,0,0.08,
30.5,71.2,28.56,0,0,
26.6,54.2,24.25,0,0,
27.5,51.2,24.44,0,0,
27.6,50.8,24.44,0,0,
24.4,61.8,23.5,-34.5,0,
26.2,56.8,22.69,-34.9,0,
26.6,56.1,22.62,-29.7,0,
26.6,56.2,23.56,-35.3,0,
27.4,52.9,23.12,-37.3,0,
28,51.8,23.12,-37.2,0,
27.3,84.8,27.37,5.53,0,
28.3,81.1,27.44,2.05,0,
,,,,,
29.7,76.5,27.5,-0.88,0,
29.3,76,27.5,-0.81,0,
29.4,76.2,27.44,-0.75,0,
29.4,76.4,27.5,-0.79,0,
29.4,76.2,27.5,-1.01,0,
29.3,76.3,27.44,-0.71,0,
29.3,76.4,27.44,-0.8,0,
29.3,76.4,27.44,-1.01,0,
29.3,76.7,27.44,-0.72,0,
29.2,76.8,27.37,-0.74,0,
29.3,76.9,27.44,-0.84,0,
29.2,77.1,27.37,-1.01,0,
29.2,77.1,27.37,-0.85,0,
29.2,76.3,27.37,-0.71,0,
29.1,76.9,27.37,-0.99,1.5,
29.1,76.7,27.31,-1.08,0,
29.1,76.9,27.31,-0.86,0,
29.1,77.1,27.31,-1.02,0,
29.1,77.4,27.25,-0.92,0,
29.1,77.5,27.31,-0.71,0,
29.1,78.5,27.25,-0.82,0,
29.2,77.4,27.25,-0.9,0,
29.2,77.4,27.25,-0.84,0,
29.1,78.1,27.25,-0.98,14.18,
29.1,78.2,27.19,-0.98,0,
29.1,78,27.19,-0.92,0,
29.1,78.7,27.19,-1,0,
29.1,78.2,27.19,-0.93,0,
29.1,78.8,27.19,-0.78,0,
29.1,78.7,27.19,-0.81,0,
29,78.2,27.19,-0.96,0,
29,79.2,27.13,-1.02,0,
29,79.1,27.13,-1.01,0,
29.1,79.1,27.13,-0.85,0,
29,78.7,27.13,-1.02,0,
29,78.6,27.13,-0.84,0,
29,78.4,27.06,-0.74,0,
29,79.1,27.13,-0.74,0,
29,79,27.06,-0.84,0,
29,78.3,27.06,-0.75,0,
29,78.5,27.06,-1,0,
29,78.7,27.06,-0.86,0,
29,78.5,27.06,-0.93,0,
29,79.1,27.06,-0.76,0,
28.9,79.2,27,-0.98,0,
29,79.4,27,-0.8,0,
28.9,78.6,27,-1.04,0,
28.9,79.1,27,-1,0,
28.9,79.4,26.94,-0.81,0,
28.9,79.5,26.94,-0.9,0,
28.9,80,26.94,-0.98,0,
29,79.2,26.94,-0.98,0,
28.9,79.7,26.94,-1.03,0,
28.9,80.2,26.94,-0.79,0,
28.9,79.5,26.94,-0.93,3.44,
28.9,79.2,26.94,-0.96,0,
28.9,80.2,26.94,-0.79,0,
28.9,79.5,26.94,-0.95,3.87,
28.9,78.9,26.87,-1,0,
28.9,78.4,26.87,-0.96,0.21,
29,79.6,26.87,-0.92,0,
28.9,80,26.94,-0.95,0,
28.9,78.9,26.87,-0.96,0,
28.9,79.3,26.87,-0.82,0,
28.9,78.7,26.87,-0.86,0,
28.8,78.4,26.94,-0.73,4.3,
28.8,79.3,26.87,-0.82,0,
28.8,79,26.87,-0.99,0,
28.8,79.6,26.81,-0.98,0,
28.8,80.1,26.81,-0.8,0,
28.8,79.5,26.81,-0.75,0,
28.9,79.9,26.81,-1.08,0,
28.7,79.6,26.81,-0.83,4.08,
28.7,80.1,26.81,-0.97,0,
28.7,80.2,26.81,-0.87,0,
28.8,80,26.81,-1.04,0,
28.8,80,26.81,-0.8,0,
28.8,80.3,26.81,-1.02,0,
28.9,80.6,26.87,-1.01,0,
29,80.6,26.81,-1.05,0.21,
29,80.4,26.87,-0.86,0,
29,80.2,26.87,-1.06,0,
29,80.2,26.94,-0.86,0,
29.1,79.9,27,-1.02,0,
29.1,79.9,26.94,-0.91,0,
29.2,79.1,27,-0.91,2.58,
29.2,79.5,27,-0.74,0,
29.2,79.1,27.06,-0.77,0,
29.2,78.7,27.13,-0.78,0,
29.3,78.5,27.13,-0.98,0,
29.4,78.5,27.19,-0.91,0,
,,,,,
29.4,77.6,27.25,-0.68,0,
29.4,77.6,27.25,-0.68,0,
29.4,77.1,27.31,-0.74,0,
29.4,77.1,27.31,-0.99,0,
